LONGITUD_X,LATITUD_Y,DISTRICTE,TIPUS_CARRER,CARRER
2.161168738,41.3986607,GRACIA,Carrer,LLIBERTAT
2.193164831,41.39060747,SANT MARTI,Carrer,ROSA SENSAT
2.161149442,41.3729531,SANTS-MONTJUÏC,Avinguda,PARAL.LEL
2.149725163,41.38840448,L'EIXAMPLE,Carrer,CORSEGA
2.149725163,41.38840448,L'EIXAMPLE,Carrer,CORSEGA
2.149725163,41.38840448,L'EIXAMPLE,Carrer,CORSEGA
2.158153087,41.3920871,L'EIXAMPLE,Rambla,CATALUNYA
2.160072838,41.38049604,L'EIXAMPLE,Carrer,SEPULVEDA
2.15369764,41.39980243,GRACIA,Carrer,PERE SERAFI
2.171404247,41.38132773,CIUTAT VELLA,Carrer,PETRITXOL
2.171404247,41.38132773,CIUTAT VELLA,Carrer,PETRITXOL
2.171452438,41.42007916,HORTA-GUINARDÓ,Carrer,LLOBET I VALL-LLOSERA
2.157695021,41.38928535,L'EIXAMPLE,Carrer,MALLORCA
2.172887248,41.39220146,L'EIXAMPLE,Gran Via,CORTS CATALANES
2.175683718,41.38793316,L'EIXAMPLE,Carrer,TRAFALGAR
2.175683718,41.38793316,L'EIXAMPLE,Carrer,TRAFALGAR
2.152103386,41.37335108,L'EIXAMPLE,Avinguda,PARAL.LEL
2.159288147,41.39436648,L'EIXAMPLE,Passeig,GRACIA
2.159288147,41.39436648,L'EIXAMPLE,Passeig,GRACIA
2.174674135,41.38761522,L'EIXAMPLE,Carrer,BRUC
2.154593333,41.37578339,L'EIXAMPLE,Carrer,ROCAFORT
2.165835396,41.37182292,SANTS-MONTJUÏC,Carrer,ROSER
2.153454428,41.38439822,L'EIXAMPLE,Carrer,VALENCIA
2.157234259,41.39520062,GRACIA,Passeig,GRACIA
2.157234259,41.39520062,GRACIA,Passeig,GRACIA
2.157234259,41.39520062,GRACIA,Passeig,GRACIA
2.170546022,41.38760519,L'EIXAMPLE,Carrer,PAU CLARIS
2.160208159,41.38607673,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.160208159,41.38607673,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.160208159,41.38607673,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.160208159,41.38607673,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.170546022,41.38760519,L'EIXAMPLE,Carrer,PAU CLARIS
2.174525106,41.39896737,L'EIXAMPLE,Avinguda,DIAGONAL
2.176312153,41.40023555,L'EIXAMPLE,Carrer,MARINA
2.156769394,41.38348959,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.160208159,41.38607673,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.160208159,41.38607673,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.160208159,41.38607673,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.160208159,41.38607673,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.13045688,41.37123368,SANTS-MONTJUÏC,Rambla,BADAL
2.13045688,41.37123368,SANTS-MONTJUÏC,Rambla,BADAL
2.13045688,41.37123368,SANTS-MONTJUÏC,Rambla,BADAL
2.13045688,41.37123368,SANTS-MONTJUÏC,Rambla,BADAL
2.13045688,41.37123368,SANTS-MONTJUÏC,Rambla,BADAL
2.13045688,41.37123368,SANTS-MONTJUÏC,Rambla,BADAL
2.13045688,41.37123368,SANTS-MONTJUÏC,Rambla,BADAL
2.13045688,41.37123368,SANTS-MONTJUÏC,Rambla,BADAL
2.165824025,41.39206256,L'EIXAMPLE,Carrer,ARAGO
2.173409877,41.40838069,L'EIXAMPLE,Avinguda,GAUDI
2.157845401,41.38669516,L'EIXAMPLE,Carrer,ARIBAU
2.178111049,41.40925546,SANT MARTI,Carrer,INDEPENDENCIA
2.142976157,41.39226742,SARRIA-SANT GERVASI,Carrer,CALVET
2.142976157,41.39226742,SARRIA-SANT GERVASI,Carrer,CALVET
2.142976157,41.39226742,SARRIA-SANT GERVASI,Carrer,CALVET
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.178111049,41.40925546,SANT MARTI,Carrer,INDEPENDENCIA
2.178111049,41.40925546,SANT MARTI,Carrer,INDEPENDENCIA
2.153010572,41.38406717,L'EIXAMPLE,Carrer,VALENCIA
2.205815252,41.40326571,SANT MARTI,Carrer,BAC DE RODA
2.178111049,41.40925546,SANT MARTI,Carrer,INDEPENDENCIA
2.149846058,41.4034006,GRACIA,Carrer,GRAN DE GRACIA
2.146378219,41.40378385,SARRIA-SANT GERVASI,Ronda,GENERAL MITRE
2.178111049,41.40925546,SANT MARTI,Carrer,INDEPENDENCIA
2.178111049,41.40925546,SANT MARTI,Carrer,INDEPENDENCIA
2.179298012,41.39321753,L'EIXAMPLE,Carrer,AUSIAS MARC
2.179298012,41.39321753,L'EIXAMPLE,Carrer,AUSIAS MARC
2.179298012,41.39321753,L'EIXAMPLE,Carrer,AUSIAS MARC
2.179298012,41.39321753,L'EIXAMPLE,Carrer,AUSIAS MARC
2.168556122,41.40643512,HORTA-GUINARDÓ,Carrer,MARINA
2.168556122,41.40643512,HORTA-GUINARDÓ,Carrer,MARINA
2.209114497,41.40285246,SANT MARTI,Carrer,PELLAIRES
2.209114497,41.40285246,SANT MARTI,Carrer,PELLAIRES
2.209114497,41.40285246,SANT MARTI,Carrer,PELLAIRES
2.209114497,41.40285246,SANT MARTI,Carrer,PELLAIRES
2.209114497,41.40285246,SANT MARTI,Carrer,PELLAIRES
2.142976157,41.39226742,SARRIA-SANT GERVASI,Carrer,CALVET
2.179298012,41.39321753,L'EIXAMPLE,Carrer,AUSIAS MARC
2.179298012,41.39321753,L'EIXAMPLE,Carrer,AUSIAS MARC
2.179298012,41.39321753,L'EIXAMPLE,Carrer,AUSIAS MARC
2.179298012,41.39321753,L'EIXAMPLE,Carrer,AUSIAS MARC
2.179298012,41.39321753,L'EIXAMPLE,Carrer,AUSIAS MARC
2.144008102,41.39219826,SARRIA-SANT GERVASI,Carrer,SAGUES
2.1467381,41.39274076,SARRIA-SANT GERVASI,Passatge,MARIMON
2.1467381,41.39274076,SARRIA-SANT GERVASI,Passatge,MARIMON
2.164617873,41.40100946,GRACIA,Carrer,INDUSTRIA
2.164617873,41.40100946,GRACIA,Carrer,INDUSTRIA
2.164617873,41.40100946,GRACIA,Carrer,INDUSTRIA
2.209114497,41.40285246,SANT MARTI,Carrer,PELLAIRES
2.184051389,41.39148505,SANT MARTI,Carrer,ALMOGAVERS
2.158910411,41.3893041,L'EIXAMPLE,Carrer,BALMES
2.157951896,41.39594281,GRACIA,Carrer,BONAVISTA
2.179298012,41.39321753,L'EIXAMPLE,Carrer,AUSIAS MARC
2.160208159,41.38607673,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.160208159,41.38607673,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.160208159,41.38607673,L'EIXAMPLE,Carrer,CONSELL DE CENT
2.144008102,41.39219826,SARRIA-SANT GERVASI,Carrer,SAGUES
2.146378219,41.40378385,SARRIA-SANT GERVASI,Ronda,GENERAL MITRE
2.157277421,41.39801189,GRACIA,Carrer,FRANCISCO GINER
2.163793304,41.36965445,SANTS-MONTJUÏC,Carrer,SALVA
2.163793304,41.36965445,SANTS-MONTJUÏC,Carrer,SALVA
2.163793304,41.36965445,SANTS-MONTJUÏC,Carrer,SALVA
2.157951896,41.39594281,GRACIA,Carrer,BONAVISTA
2.150920871,41.38025671,L'EIXAMPLE,Carrer,CALABRIA
2.171428475,41.39110452,L'EIXAMPLE,Gran Via,CORTS CATALANES
2.1809646,41.40648573,SANT MARTI,Carrer,MALLORCA
2.1809646,41.40648573,SANT MARTI,Carrer,MALLORCA
2.168306955,41.40123877,GRACIA,Carrer,NAPOLS
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.169339311,41.38993808,L'EIXAMPLE,Carrer,ROGER DE LLURIA
2.173860864,41.38721082,L'EIXAMPLE,Carrer,TRAFALGAR
2.171161707,41.40282667,L'EIXAMPLE,Carrer,ROSSELLO
2.168556122,41.40643512,HORTA-GUINARDÓ,Carrer,MARINA
2.174134096,41.38787851,L'EIXAMPLE,Ronda,SANT PERE
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.164017954,41.40653013,GRACIA,Carrer,VENTALLO
2.17040927,41.40226522,GRACIA,Carrer,ROSSELLO
2.146378219,41.40378385,SARRIA-SANT GERVASI,Ronda,GENERAL MITRE
2.146378219,41.40378385,SARRIA-SANT GERVASI,Ronda,GENERAL MITRE
2.168990426,41.39190714,L'EIXAMPLE,Carrer,BRUC
2.187567615,41.37687088,CIUTAT VELLA,Carrer,SANT MIQUEL
2.145297033,41.40191915,SARRIA-SANT GERVASI,Carrer,FRANCOLI
2.202291041,41.40633637,SANT MARTI,Carrer,BAC DE RODA
2.202291041,41.40633637,SANT MARTI,Carrer,BAC DE RODA
2.156300798,41.40157519,GRACIA,Carrer,VERDI
2.170074776,41.37050579,SANTS-MONTJUÏC,Passeig,MONTJUIC
2.122234321,41.39651149,SARRIA-SANT GERVASI,Carrer,CORNET I MAS
2.157196566,41.37974919,L'EIXAMPLE,Gran Via,CORTS CATALANES
2.178111049,41.40925546,SANT MARTI,Carrer,INDEPENDENCIA
2.178247049,41.4095983,SANT MARTI,Carrer,CORSEGA
2.157951896,41.39594281,GRACIA,Carrer,BONAVISTA
2.157951896,41.39594281,GRACIA,Carrer,BONAVISTA
2.157951896,41.39594281,GRACIA,Carrer,BONAVISTA
2.157951896,41.39594281,GRACIA,Carrer,BONAVISTA
2.157951896,41.39594281,GRACIA,Carrer,BONAVISTA
2.163793304,41.36965445,SANTS-MONTJUÏC,Carrer,SALVA
2.163793304,41.36965445,SANTS-MONTJUÏC,Carrer,SALVA
2.145666292,41.37712682,L'EIXAMPLE,Carrer,LLANÇA
2.157951896,41.39594281,GRACIA,Carrer,BONAVISTA
2.157951896,41.39594281,GRACIA,Carrer,BONAVISTA
2.157951896,41.39594281,GRACIA,Carrer,BONAVISTA
2.164915109,41.39137612,L'EIXAMPLE,Carrer,ARAGO
2.171724913,41.39652512,L'EIXAMPLE,Carrer,ARAGO
2.171724913,41.39652512,L'EIXAMPLE,Carrer,ARAGO
2.155049516,41.39854671,GRACIA,Travessera,GRACIA
2.155049516,41.39854671,GRACIA,Travessera,GRACIA
2.155049516,41.39854671,GRACIA,Travessera,GRACIA
2.155049516,41.39854671,GRACIA,Travessera,GRACIA
2.155049516,41.39854671,GRACIA,Travessera,GRACIA
2.155049516,41.39854671,GRACIA,Travessera,GRACIA
2.160951433,41.38434717,L'EIXAMPLE,Carrer,ARIBAU
2.159964417,41.38418606,L'EIXAMPLE,Carrer,DIPUTACIO
2.159964417,41.38418606,L'EIXAMPLE,Carrer,DIPUTACIO
2.159964417,41.38418606,L'EIXAMPLE,Carrer,DIPUTACIO
2.20932842,41.40159856,SANT MARTI,Passeig,TAULAT
2.146147199,41.40767513,GRACIA,Carrer,BOLIVAR
2.175796927,41.40944093,SANT MARTI,Carrer,INDUSTRIA
2.175796927,41.40944093,SANT MARTI,Carrer,INDUSTRIA
2.171724913,41.39652512,L'EIXAMPLE,Carrer,ARAGO
2.155049516,41.39854671,GRACIA,Travessera,GRACIA
2.155049516,41.39854671,GRACIA,Travessera,GRACIA
2.155049516,41.39854671,GRACIA,Travessera,GRACIA
2.156427499,41.38152686,L'EIXAMPLE,Carrer,DIPUTACIO
2.15225643,41.37669182,L'EIXAMPLE,Gran Via,CORTS CATALANES
2.169065504,41.39103766,L'EIXAMPLE,Carrer,DIPUTACIO
2.15225643,41.37669182,L'EIXAMPLE,Gran Via,CORTS CATALANES
2.15225643,41.37669182,L'EIXAMPLE,Gran Via,CORTS CATALANES
2.168088163,41.39429517,L'EIXAMPLE,Carrer,GIRONA
2.181642918,41.38970489,SANT MARTI,Carrer,ALMOGAVERS
2.209114497,41.40285246,SANT MARTI,Carrer,PELLAIRES
2.194062636,41.38629171,SANT MARTI,Carrer,MARINA
2.203133128,41.40675161,SANT MARTI,Carrer,FLUVIA
2.159346591,41.38071308,L'EIXAMPLE,Carrer,VILLARROEL
2.175021014,41.39171951,L'EIXAMPLE,Carrer,CASP
2.155577822,41.38088483,L'EIXAMPLE,Carrer,DIPUTACIO
2.159328178,41.39162909,L'EIXAMPLE,Rambla,CATALUNYA
2.206530234,41.39747619,SANT MARTI,Carrer,VIDAL I DE VALENCIANO
2.177463195,41.39015188,L'EIXAMPLE,Carrer,ALI BEI
2.177463195,41.39015188,L'EIXAMPLE,Carrer,ALI BEI
2.181021119,41.39595038,L'EIXAMPLE,Carrer,CASP
2.137223785,41.37519074,SANTS-MONTJUÏC,Carrer,RIEGO
2.137223785,41.37519074,SANTS-MONTJUÏC,Carrer,RIEGO
2.137223785,41.37519074,SANTS-MONTJUÏC,Carrer,RIEGO
2.137223785,41.37519074,SANTS-MONTJUÏC,Carrer,RIEGO
2.137223785,41.37519074,SANTS-MONTJUÏC,Carrer,RIEGO
2.137223785,41.37519074,SANTS-MONTJUÏC,Carrer,RIEGO
2.137223785,41.37519074,SANTS-MONTJUÏC,Carrer,RIEGO
2.183019518,41.39600118,L'EIXAMPLE,Carrer,AUSIAS MARC
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.168029306,41.39433965,L'EIXAMPLE,Carrer,GIRONA
2.15225643,41.37669182,L'EIXAMPLE,Gran Via,CORTS CATALANES
2.160373718,41.38648823,L'EIXAMPLE,Carrer,ENRIC GRANADOS
2.137223785,41.37519074,SANTS-MONTJUÏC,Carrer,RIEGO
2.169587317,41.38650016,L'EIXAMPLE,Ronda,SANT PERE
2.169587317,41.38650016,L'EIXAMPLE,Ronda,SANT PERE
2.169587317,41.38650016,L'EIXAMPLE,Ronda,SANT PERE
2.169587317,41.38650016,L'EIXAMPLE,Ronda,SANT PERE
2.169587317,41.38650016,L'EIXAMPLE,Ronda,SANT PERE
2.169587317,41.38650016,L'EIXAMPLE,Ronda,SANT PERE
2.169587317,41.38650016,L'EIXAMPLE,Ronda,SANT PERE
2.169587317,41.38650016,L'EIXAMPLE,Ronda,SANT PERE
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.14893514,41.378345,L'EIXAMPLE,Carrer,ENTENÇA
2.14893514,41.378345,L'EIXAMPLE,Carrer,ENTENÇA
2.14893514,41.378345,L'EIXAMPLE,Carrer,ENTENÇA
2.14893514,41.378345,L'EIXAMPLE,Carrer,ENTENÇA
2.151743957,41.3763504,L'EIXAMPLE,Gran Via,CORTS CATALANES
2.181763199,41.40618919,SANT MARTI,Carrer,INDEPENDENCIA
2.181763199,41.40618919,SANT MARTI,Carrer,INDEPENDENCIA
2.181763199,41.40618919,SANT MARTI,Carrer,INDEPENDENCIA
2.181763199,41.40618919,SANT MARTI,Carrer,INDEPENDENCIA
2.181763199,41.40618919,SANT MARTI,Carrer,INDEPENDENCIA
2.181763199,41.40618919,SANT MARTI,Carrer,INDEPENDENCIA
2.181763199,41.40618919,SANT MARTI,Carrer,INDEPENDENCIA
2.181763199,41.40618919,SANT MARTI,Carrer,INDEPENDENCIA
2.181763199,41.40618919,SANT MARTI,Carrer,INDEPENDENCIA
2.165189833,41.40622347,GRACIA,Passatge,NOGUES
2.153391,41.38863141,L'EIXAMPLE,Carrer,MUNTANER
2.17416073,41.38970937,L'EIXAMPLE,Carrer,GIRONA
2.17416073,41.38970937,L'EIXAMPLE,Carrer,GIRONA
2.153568913,41.38590666,L'EIXAMPLE,Carrer,MALLORCA
2.123090058,41.39668965,SARRIA-SANT GERVASI,Carrer,MARE DE DEU DE NURIA
2.159576325,41.38768038,L'EIXAMPLE,Plaça,DOCTOR LETAMENDI
2.165370303,41.38862616,L'EIXAMPLE,Passeig,GRACIA
2.172170998,41.40944313,HORTA-GUINARDÓ,Travessera,GRACIA
2.172170998,41.40944313,HORTA-GUINARDÓ,Travessera,GRACIA
2.171724913,41.39652512,L'EIXAMPLE,Carrer,ARAGO
2.171724913,41.39652512,L'EIXAMPLE,Carrer,ARAGO
2.169209654,41.39420495,L'EIXAMPLE,Carrer,ARAGO
2.133921107,41.39652392,SARRIA-SANT GERVASI,Carrer,GANDUXER
2.150137424,41.38673755,L'EIXAMPLE,Carrer,ROSSELLO
2.177371363,41.39116104,L'EIXAMPLE,Passeig,SANT JOAN
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.183791833,41.40559293,SANT MARTI,Carrer,ARAGO
2.156612056,41.39159086,L'EIXAMPLE,Carrer,ROSSELLO
2.198651131,41.40324498,SANT MARTI,Carrer,PERE IV
2.171397856,41.37060656,SANTS-MONTJUÏC,Passeig,MONTJUIC
2.14893514,41.378345,L'EIXAMPLE,Carrer,ENTENÇA
2.14893514,41.378345,L'EIXAMPLE,Carrer,ENTENÇA
2.125873819,41.39048117,SARRIA-SANT GERVASI,Carrer,BENET MATEU
2.181763199,41.40618919,SANT MARTI,Carrer,INDEPENDENCIA
2.181763199,41.40618919,SANT MARTI,Carrer,INDEPENDENCIA
2.159576325,41.38768038,L'EIXAMPLE,Plaça,DOCTOR LETAMENDI
2.158461013,41.37560726,L'EIXAMPLE,Carrer,TAMARIT
2.156320142,41.37399249,L'EIXAMPLE,Carrer,TAMARIT
2.168088163,41.39429517,L'EIXAMPLE,Carrer,GIRONA
2.168088163,41.39429517,L'EIXAMPLE,Carrer,GIRONA
2.168088163,41.39429517,L'EIXAMPLE,Carrer,GIRONA
2.168088163,41.39429517,L'EIXAMPLE,Carrer,GIRONA
2.172350443,41.40489541,L'EIXAMPLE,Carrer,LEPANT
2.184035441,41.40654248,SANT MARTI,Carrer,CORUNYA
2.167800001,41.39450922,L'EIXAMPLE,Carrer,GIRONA
2.15835255,41.39705303,GRACIA,Carrer,FRANCISCO GINER
2.171724913,41.39652512,L'EIXAMPLE,Carrer,ARAGO
2.149147381,41.37577341,L'EIXAMPLE,Carrer,DIPUTACIO
2.163233228,41.39455545,L'EIXAMPLE,Carrer,ROGER DE LLURIA
2.176421811,41.41653997,HORTA-GUINARDÓ,Carrer,RENAIXENÇA
2.176421811,41.41653997,HORTA-GUINARDÓ,Carrer,RENAIXENÇA
2.169029439,41.40381843,GRACIA,Carrer,SARDENYA
2.128887526,41.37357907,SANTS-MONTJUÏC,Carrer,SANTS
2.180781779,41.40179366,L'EIXAMPLE,Carrer,CASTILLEJOS
2.158015087,41.37632855,L'EIXAMPLE,Carrer,VILADOMAT
2.171979651,41.40904339,HORTA-GUINARDÓ,Travessera,GRACIA
2.172493381,41.39484611,L'EIXAMPLE,Passeig,SANT JOAN
2.179962793,41.39983899,L'EIXAMPLE,Avinguda,DIAGONAL
2.171724913,41.39652512,L'EIXAMPLE,Carrer,ARAGO
2.171724913,41.39652512,L'EIXAMPLE,Carrer,ARAGO
2.16945305,41.39132875,L'EIXAMPLE,Carrer,DIPUTACIO
2.16945305,41.39132875,L'EIXAMPLE,Carrer,DIPUTACIO
2.172170998,41.40944313,HORTA-GUINARDÓ,Travessera,GRACIA
2.14893514,41.378345,L'EIXAMPLE,Carrer,ENTENÇA
2.14893514,41.378345,L'EIXAMPLE,Carrer,ENTENÇA
